key,2022-08-23,2022-08-24,2022-08-25,2022-08-26,2022-08-27,2022-08-28,2022-08-29,2022-08-30,2022-08-31,2022-09-01,2022-09-02,2022-09-03,2022-09-04,2022-09-05,2022-09-06,2022-09-07,2022-09-08,2022-09-09,2022-09-10,2022-09-11,2022-09-12,2022-09-13,2022-09-14,2022-09-15,2022-09-16,2022-09-17,2022-09-18,2022-09-19,2022-09-20,2022-09-21,2022-09-22
8737823,480,480,480,480,480,0,0,480,480,480,480,480,0,0,480,480,480,480,480,0,0,480,480,480,480,480,0,0,480,480,480
8738332,480,480,480,480,480,0,0,480,480,480,480,480,0,0,480,480,480,480,480,0,0,480,480,480,480,480,0,0,480,480,480
8738340,480,480,480,480,480,0,0,480,480,480,480,480,0,0,480,480,480,480,480,0,0,480,480,480,480,480,0,0,480,480,480
8738764,480,480,480,480,480,0,0,480,480,480,480,480,0,0,480,480,480,480,480,0,0,480,480,480,480,480,0,0,480,480,480
8738772,480,480,480,480,480,0,0,480,480,480,480,480,0,0,480,480,480,480,480,0,0,480,480,480,480,480,0,0,480,480,480
8738798,480,480,480,480,480,0,0,480,480,480,480,480,0,0,480,480,480,480,480,0,0,480,480,480,480,480,0,0,480,480,480
8738803,480,480,480,480,480,0,0,480,480,480,480,480,0,0,480,480,480,480,480,0,0,480,480,480,480,480,0,0,480,480,480
8738811,480,480,480,480,480,0,0,480,480,480,480,480,0,0,480,480,480,480,480,0,0,480,480,480,480,480,0,0,480,480,480
8738845,480,480,480,480,480,0,0,480,480,480,480,480,0,0,480,480,480,480,480,0,0,480,480,480,480,480,0,0,480,480,480
8738853,480,480,480,480,480,0,0,480,480,480,480,480,0,0,480,480,480,480,480,0,0,480,480,480,480,480,0,0,480,480,480
8738879,480,480,480,480,480,0,0,480,480,480,480,480,0,0,480,480,480,480,480,0,0,480,480,480,480,480,0,0,480,480,480
8738887,480,480,480,480,480,0,0,480,480,480,480,480,0,0,480,480,480,480,480,0,0,480,480,480,480,480,0,0,480,480,480
8738895,480,480,480,480,480,0,0,480,480,480,480,480,0,0,480,480,480,480,480,0,0,480,480,480,480,480,0,0,480,480,480
8739011,480,480,480,480,480,0,0,480,480,480,480,480,0,0,480,480,480,480,480,0,0,480,480,480,480,480,0,0,480,480,480
8739037,480,480,480,480,480,0,0,480,480,480,480,480,0,0,480,480,480,480,480,0,0,480,480,480,480,480,0,0,480,480,480
8739045,480,480,480,480,480,0,0,480,480,480,480,480,0,0,480,480,480,480,480,0,0,480,480,480,480,480,0,0,480,480,480
8739053,480,480,480,480,480,0,0,480,480,480,480,480,0,0,480,480,480,480,480,0,0,480,480,480,480,480,0,0,480,480,480
8739061,480,480,480,480,480,0,0,480,480,480,480,480,0,0,480,480,480,480,480,0,0,480,480,480,480,480,0,0,480,480,480
8739087,480,480,480,480,480,0,0,480,480,480,480,480,0,0,480,480,480,480,480,0,0,480,480,480,480,480,0,0,480,480,480
8739095,480,480,480,480,480,0,0,480,480,480,480,480,0,0,480,480,480,480,480,0,0,480,480,480,480,480,0,0,480,480,480
8739100,480,480,480,480,480,0,0,480,480,480,480,480,0,0,480,480,480,480,480,0,0,480,480,480,480,480,0,0,480,480,480
8739118,480,480,480,480,480,0,0,480,480,480,480,480,0,0,480,480,480,480,480,0,0,480,480,480,480,480,0,0,480,480,480
8739126,480,480,480,480,480,0,0,480,480,480,480,480,0,0,480,480,480,480,480,0,0,480,480,480,480,480,0,0,480,480,480
8739134,480,480,480,480,480,0,0,480,480,480,480,480,0,0,480,480,480,480,480,0,0,480,480,480,480,480,0,0,480,480,480
8739142,480,480,480,480,480,0,0,480,480,480,480,480,0,0,480,480,480,480,480,0,0,480,480,480,480,480,0,0,480,480,480
8739150,480,480,480,480,480,0,0,480,480,480,480,480,0,0,480,480,480,480,480,0,0,480,480,480,480,480,0,0,480,480,480
8739168,480,480,480,480,480,0,0,480,480,480,480,480,0,0,480,480,480,480,480,0,0,480,480,480,480,480,0,0,480,480,480
8739176,480,480,480,480,480,0,0,480,480,480,480,480,0,0,480,480,480,480,480,0,0,480,480,480,480,480,0,0,480,480,480
8739184,480,480,480,480,480,0,0,480,480,480,480,480,0,0,480,480,480,480,480,0,0,480,480,480,480,480,0,0,480,480,480
8739192,480,480,480,480,480,0,0,480,480,480,480,480,0,0,480,480,480,480,480,0,0,480,480,480,480,480,0,0,480,480,480
8739207,480,480,480,480,480,0,0,480,480,480,480,480,0,0,480,480,480,480,480,0,0,480,480,480,480,480,0,0,480,480,480
8739215,480,480,480,480,480,0,0,480,480,480,480,480,0,0,480,480,480,480,480,0,0,480,480,480,480,480,0,0,480,480,480
8739223,480,480,480,480,480,0,0,480,480,480,480,480,0,0,480,480,480,480,480,0,0,480,480,480,480,480,0,0,480,480,480
8739231,480,480,480,480,480,0,0,480,480,480,480,480,0,0,480,480,480,480,480,0,0,480,480,480,480,480,0,0,480,480,480
8739249,480,480,480,480,480,0,0,480,480,480,480,480,0,0,480,480,480,480,480,0,0,480,480,480,480,480,0,0,480,480,480
8739257,480,480,480,480,480,0,0,480,480,480,480,480,0,0,480,480,480,480,480,0,0,480,480,480,480,480,0,0,480,480,480
8739265,480,480,480,480,480,0,0,480,480,480,480,480,0,0,480,480,480,480,480,0,0,480,480,480,480,480,0,0,480,480,480
8739273,480,480,480,480,480,0,0,480,480,480,480,480,0,0,480,480,480,480,480,0,0,480,480,480,480,480,0,0,480,480,480
8739281,480,480,480,480,480,0,0,480,480,480,480,480,0,0,480,480,480,480,480,0,0,480,480,480,480,480,0,0,480,480,480
8739299,480,480,480,480,480,0,0,480,480,480,480,480,0,0,480,480,480,480,480,0,0,480,480,480,480,480,0,0,480,480,480
8739304,480,480,480,480,480,0,0,480,480,480,480,480,0,0,480,480,480,480,480,0,0,480,480,480,480,480,0,0,480,480,480
8739320,480,480,480,480,480,0,0,480,480,480,480,480,0,0,480,480,480,480,480,0,0,480,480,480,480,480,0,0,480,480,480
8739338,480,480,480,480,480,0,0,480,480,480,480,480,0,0,480,480,480,480,480,0,0,480,480,480,480,480,0,0,480,480,480
8739346,480,480,480,480,480,0,0,480,480,480,480,480,0,0,480,480,480,480,480,0,0,480,480,480,480,480,0,0,480,480,480
8752108,480,480,480,480,480,0,0,480,480,480,480,480,0,0,480,480,480,480,480,0,0,480,480,480,480,480,0,0,480,480,480
8756275,480,480,480,480,480,0,0,480,480,480,480,480,0,0,480,480,480,480,480,0,0,480,480,480,480,480,0,0,480,480,480
8756704,480,480,480,480,480,0,0,480,480,480,480,480,0,0,480,480,480,480,480,0,0,480,480,480,480,480,0,0,480,480,480
8770075,480,480,480,480,480,0,0,480,480,480,480,480,0,0,480,480,480,480,480,0,0,480,480,480,480,480,0,0,480,480,480
8773895,480,480,480,480,480,0,0,480,480,480,480,480,0,0,480,480,480,480,480,0,0,480,480,480,480,480,0,0,480,480,480
8784587,480,480,480,480,480,0,0,480,480,480,480,480,0,0,480,480,480,480,480,0,0,480,480,480,480,480,0,0,480,480,480
8801169,480,480,480,480,480,0,0,480,480,480,480,480,0,0,480,480,480,480,480,0,0,480,480,480,480,480,0,0,480,480,480
8801517,480,480,480,480,480,0,0,480,480,480,480,480,0,0,480,480,480,480,480,0,0,480,480,480,480,480,0,0,480,480,480
8808933,480,480,480,480,480,0,0,480,480,480,480,480,0,0,480,480,480,480,480,0,0,480,480,480,480,480,0,0,480,480,480
8812487,480,480,480,480,480,0,0,480,480,480,480,480,0,0,480,480,480,480,480,0,0,480,480,480,480,480,0,0,480,480,480
8820977,480,480,480,480,480,0,0,480,480,480,480,480,0,0,480,480,480,480,480,0,0,480,480,480,480,480,0,0,480,480,480
8839112,480,480,480,480,480,0,0,480,480,480,480,480,0,0,480,480,480,480,480,0,0,480,480,480,480,480,0,0,480,480,480
8839285,480,480,480,480,480,0,0,480,480,480,480,480,0,0,480,480,480,480,480,0,0,480,480,480,480,480,0,0,480,480,480
8840066,480,480,480,480,480,0,0,480,480,480,480,480,0,0,480,480,480,480,480,0,0,480,480,480,480,480,0,0,480,480,480
9183467,480,480,480,480,480,0,0,480,480,480,480,480,0,0,480,480,480,480,480,0,0,480,480,480,480,480,0,0,480,480,480
9486718,480,480,480,480,480,0,0,480,480,480,480,480,0,0,480,480,480,480,480,0,0,480,480,480,480,480,0,0,480,480,480
9557844,480,480,480,480,480,0,0,480,480,480,480,480,0,0,480,480,480,480,480,0,0,480,480,480,480,480,0,0,480,480,480
9583706,480,480,480,480,480,0,0,480,480,480,480,480,0,0,480,480,480,480,480,0,0,480,480,480,480,480,0,0,480,480,480
9626350,480,480,480,480,480,0,0,480,480,480,480,480,0,0,480,480,480,480,480,0,0,480,480,480,480,480,0,0,480,480,480
9627178,480,480,480,480,480,0,0,480,480,480,480,480,0,0,480,480,480,480,480,0,0,480,480,480,480,480,0,0,480,480,480
9634303,480,480,480,480,480,0,0,480,480,480,480,480,0,0,480,480,480,480,480,0,0,480,480,480,480,480,0,0,480,480,480
9634361,480,480,480,480,480,0,0,480,480,480,480,480,0,0,480,480,480,480,480,0,0,480,480,480,480,480,0,0,480,480,480
9636290,480,480,480,480,480,0,0,480,480,480,480,480,0,0,480,480,480,480,480,0,0,480,480,480,480,480,0,0,480,480,480
9637783,480,480,480,480,480,0,0,480,480,480,480,480,0,0,480,480,480,480,480,0,0,480,480,480,480,480,0,0,480,480,480
9637830,480,480,480,480,480,0,0,480,480,480,480,480,0,0,480,480,480,480,480,0,0,480,480,480,480,480,0,0,480,480,480
9641782,480,480,480,480,480,0,0,480,480,480,480,480,0,0,480,480,480,480,480,0,0,480,480,480,480,480,0,0,480,480,480
9642071,480,480,480,480,480,0,0,480,480,480,480,480,0,0,480,480,480,480,480,0,0,480,480,480,480,480,0,0,480,480,480
9698593,480,480,480,480,480,0,0,480,480,480,480,480,0,0,480,480,480,480,480,0,0,480,480,480,480,480,0,0,480,480,480
9722520,480,480,480,480,480,0,0,480,480,480,480,480,0,0,480,480,480,480,480,0,0,480,480,480,480,480,0,0,480,480,480
9736171,480,480,480,480,480,0,0,480,480,480,480,480,0,0,480,480,480,480,480,0,0,480,480,480,480,480,0,0,480,480,480
9736325,480,480,480,480,480,0,0,480,480,480,480,480,0,0,480,480,480,480,480,0,0,480,480,480,480,480,0,0,480,480,480
9736561,480,480,480,480,480,0,0,480,480,480,480,480,0,0,480,480,480,480,480,0,0,480,480,480,480,480,0,0,480,480,480
9738474,480,480,480,480,480,0,0,480,480,480,480,480,0,0,480,480,480,480,480,0,0,480,480,480,480,480,0,0,480,480,480
9740528,480,480,480,480,480,0,0,480,480,480,480,480,0,0,480,480,480,480,480,0,0,480,480,480,480,480,0,0,480,480,480
9746477,480,480,480,480,480,0,0,480,480,480,480,480,0,0,480,480,480,480,480,0,0,480,480,480,480,480,0,0,480,480,480
9753767,480,480,480,480,480,0,0,480,480,480,480,480,0,0,480,480,480,480,480,0,0,480,480,480,480,480,0,0,480,480,480
9784946,480,480,480,480,480,0,0,480,480,480,480,480,0,0,480,480,480,480,480,0,0,480,480,480,480,480,0,0,480,480,480
9795581,480,480,480,480,480,0,0,480,480,480,480,480,0,0,480,480,480,480,480,0,0,480,480,480,480,480,0,0,480,480,480
9798848,480,480,480,480,480,0,0,480,480,480,480,480,0,0,480,480,480,480,480,0,0,480,480,480,480,480,0,0,480,480,480
9814343,480,480,480,480,480,0,0,480,480,480,480,480,0,0,480,480,480,480,480,0,0,480,480,480,480,480,0,0,480,480,480
9869495,480,480,480,480,480,0,0,480,480,480,480,480,0,0,480,480,480,480,480,0,0,480,480,480,480,480,0,0,480,480,480
9893478,480,480,480,480,480,0,0,480,480,480,480,480,0,0,480,480,480,480,480,0,0,480,480,480,480,480,0,0,480,480,480
9926881,480,480,480,480,480,0,0,480,480,480,480,480,0,0,480,480,480,480,480,0,0,480,480,480,480,480,0,0,480,480,480
9965178,480,480,480,480,480,0,0,480,480,480,480,480,0,0,480,480,480,480,480,0,0,480,480,480,480,480,0,0,480,480,480
9972531,480,480,480,480,480,0,0,480,480,480,480,480,0,0,480,480,480,480,480,0,0,480,480,480,480,480,0,0,480,480,480
